Avg_inverted_error,Avg_inverted_error_25,Avg_inverted_error_50,Avg_inverted_error_75,Avg_odds_ratio,Num_1Q_Gates,Num_2Q_Gates,circuit_depth,circuit_width,observed_prob_25,observed_prob_50,observed_prob_75,state_weight,target
8.57,8.86,8.28,8.57,1.34,40,3,24,7,0.95,1.03,1.1,0,0.0
8.57,8.86,8.28,8.57,1.14,40,3,24,7,4.64,4.78,4.93,1,0.0
8.57,8.86,8.28,8.57,1.39,40,3,24,7,4.05,4.4,4.74,1,0.0
8.57,8.86,8.28,8.57,1.05,40,3,24,7,89.67,89.8,89.92,2,100.0
