CircuitDepth,CircuitNumCXGates,CircuitNumU1Gates,CircuitNumU2Gates,CircuitNumU3Gates,CircuitWidth,StateHammingWeight,StateRealProb,StateUpDnErr25,StateUpDnErr50,StateUpDnErr75,StateUpProb25,StateUpProb50,StateUpProb75,TotalUpDnErr25,TotalUpDnErr50,TotalUpDnErr75,target
36,18,0,0,1,10,0,0,10.9130859375,12.109375,13.3544921875,2.34375,2.44140625,2.44140625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,1,0,10.9130859375,12.109375,13.3544921875,3.1494140625,3.271484375,3.8330078125,5.45654296875,6.0546875,6.67724609375,31.8359375
36,18,0,0,1,10,1,0,10.9130859375,12.109375,13.3544921875,3.076171875,3.41796875,3.9794921875,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,2.6611328125,2.734375,3.22265625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,10.3759765625,10.64453125,11.0595703125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,2.63671875,2.734375,2.978515625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,2.6611328125,2.783203125,3.076171875,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,1.708984375,1.953125,2.2705078125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,5.5908203125,6.494140625,7.1044921875,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,4,0,10.9130859375,12.109375,13.3544921875,1.4892578125,1.7578125,2.05078125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,4.248046875,4.638671875,5.224609375,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,7.4462890625,7.861328125,8.8134765625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,4.3212890625,4.541015625,4.8095703125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,4,0,10.9130859375,12.109375,13.3544921875,2.685546875,2.83203125,3.1005859375,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,3.369140625,3.662109375,3.90625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,4,0,10.9130859375,12.109375,13.3544921875,4.296875,4.8828125,5.322265625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,4,0,10.9130859375,12.109375,13.3544921875,3.125,3.125,4.150390625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,5,0,10.9130859375,12.109375,13.3544921875,1.953125,2.24609375,2.6611328125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,1,0,10.9130859375,12.109375,13.3544921875,4.8095703125,5.029296875,5.8837890625,5.45654296875,6.0546875,6.67724609375,28.41796875
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,1.0009765625,1.123046875,1.26953125,5.45654296875,6.0546875,6.67724609375,0.9765625
36,18,0,0,1,10,1,0,10.9130859375,12.109375,13.3544921875,1.5869140625,1.806640625,2.0263671875,5.45654296875,6.0546875,6.67724609375,0.1953125
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,1.4892578125,1.708984375,2.099609375,5.45654296875,6.0546875,6.67724609375,24.21875
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,2.83203125,3.02734375,3.3447265625,5.45654296875,6.0546875,6.67724609375,13.76953125
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,0.732421875,0.9765625,1.2451171875,5.45654296875,6.0546875,6.67724609375,0.5859375
36,18,0,0,1,10,1,0,10.9130859375,12.109375,13.3544921875,1.3671875,1.416015625,1.5625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,1.6845703125,1.904296875,2.0263671875,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,2.1728515625,2.34375,2.6611328125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,1.3671875,1.513671875,1.66015625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,2,0,10.9130859375,12.109375,13.3544921875,1.07421875,1.07421875,1.6845703125,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,0.9033203125,1.26953125,1.708984375,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,3,0,10.9130859375,12.109375,13.3544921875,1.0986328125,1.46484375,1.5625,5.45654296875,6.0546875,6.67724609375,0.0
36,18,0,0,1,10,4,0,10.9130859375,12.109375,13.3544921875,1.0009765625,1.123046875,1.3427734375,5.45654296875,6.0546875,6.67724609375,0.0
